数据由邢不行整理，对数据字段有疑问的，可以直接微信私信邢不行，微信号：xbx297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值,净利润TTM,现金流TTM,净资产,总资产,总负债,净利润(当季),中户资金买入额,中户资金卖出额,大户资金买入额,大户资金卖出额,散户资金买入额,散户资金卖出额,机构资金买入额,机构资金卖出额,沪深300成分股,上证50成分股,中证500成分股,中证1000成分股,中证2000成分股,创业板指成分股,新版申万一级行业名称,新版申万二级行业名称,新版申万三级行业名称,09:35收盘价,09:45收盘价,09:55收盘价
sz301520,N万邦医,2023-09-25,67.4,86.3,63.3,74.0,67.88,11127294.0,798022824.0,1169609294.0,4933333358.0,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,29688.71,17348.37,23994.1,669.7,21738.21,61780.06,4381.27,4.15,,,,,,,医药生物,医疗服务,医疗研发外包,64.88,66.37,72.64
sz301520,C万邦医,2023-09-26,71.25,75.98,68.0,68.4,74.0,8273825.0,590136213.0,1081098320.4,4560000022.8,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,23176.69,21232.6,13641.54,18270.75,18260.09,16391.55,3935.3,3118.72,,,,,,,医药生物,医疗服务,医疗研发外包,72.8,72.41,71.91
sz301520,C万邦医,2023-09-27,69.3,90.0,69.11,88.0,68.4,11607050.0,910497599.0,1390886728.0,5866666696.0,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,36266.26,36233.25,26154.8,20269.61,23365.3,29432.49,5258.64,5109.67,,,,,,,医药生物,医疗服务,医疗研发外包,72.5,74.03,75.72
sz301520,C万邦医,2023-09-28,82.78,83.38,74.6,75.02,88.0,9327094.0,726279029.0,1185730935.62,5001333358.34,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,26983.66,28443.46,17158.81,21203.17,25086.72,18107.05,3199.72,4675.23,,,,,,,医药生物,医疗服务,医疗研发外包,79.95,77.85,78.05
sz301520,C万邦医,2023-10-09,73.11,77.5,70.71,72.89,75.02,7281621.0,534148274.0,1152065154.59,4859333357.63,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,20546.87,21523.91,12679.11,14154.74,17326.09,15375.15,2862.76,2361.03,,,,,,,医药生物,医疗服务,医疗研发外包,74.92,71.95,71.79
sz301520,万邦医药,2023-10-10,70.97,71.0,65.51,65.65,72.89,6853886.0,465486714.0,1037633110.15,4376666688.55,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,17243.84,20318.94,11041.58,13278.74,16913.99,10939.95,1349.26,2011.03,,,,,,,医药生物,医疗服务,医疗研发外包,69.04,68.58,68.0
sz301520,万邦医药,2023-10-11,65.26,68.7,65.26,66.39,65.65,5463111.0,367321465.0,1049329203.09,4426000022.13,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,14586.17,15302.73,8800.98,9051.76,11283.23,10215.76,2061.77,2161.9,,,,,,,医药生物,医疗服务,医疗研发外包,66.95,68.23,68.21
sz301520,万邦医药,2023-10-12,66.74,69.37,64.4,65.64,66.39,4842290.0,323540815.0,1037475054.84,4376000021.88,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,13105.53,12864.48,6828.23,8493.88,10674.22,8997.78,1746.11,1997.95,,,,,,,医药生物,医疗服务,医疗研发外包,68.0,68.34,67.41
sz301520,万邦医药,2023-10-13,64.04,66.89,64.0,65.55,65.64,3598664.0,235807827.0,1036052557.05,4370000021.849999,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,9944.31,9458.6,5054.44,5560.05,8149.81,7335.98,432.23,1226.15,,,,,,,医药生物,医疗服务,医疗研发外包,65.56,66.61,65.61
sz301520,万邦医药,2023-10-16,65.76,66.7,62.6,63.12,65.55,3876063.0,250982374.0,997645116.72,4208000021.04,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,10117.01,10278.17,4214.1,6193.69,10285.83,6932.42,481.31,1693.96,,,,,,,医药生物,医疗服务,医疗研发外包,66.55,65.48,64.88
sz301520,万邦医药,2023-10-17,62.48,63.5,61.18,63.43,63.12,2920719.0,182243628.0,1002544831.33,4228666687.81,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,7489.76,7626.65,2713.46,4197.88,7774.65,5784.82,246.5,615.01,,,,,,,医药生物,医疗服务,医疗研发外包,61.42,62.09,62.66
sz301520,万邦医药,2023-10-18,63.24,63.24,60.62,60.82,63.43,2470672.0,152008341.0,961292395.42,4054666686.94,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,5705.11,6629.84,1813.45,3757.28,7518.06,4512.97,164.21,300.74,,,,,,,医药生物,医疗服务,医疗研发外包,62.81,62.53,61.55
sz301520,万邦医药,2023-10-19,60.0,62.31,59.8,60.01,60.82,2205480.0,133487473.0,948489915.31,4000666686.67,116728992.26,84282771.67,385437571.27,465095408.9,79657837.63,28833358.48,4921.76,4852.86,2173.55,3191.36,5732.41,4057.47,521.03,1247.06,,,,,,,医药生物,医疗服务,医疗研发外包,60.34,60.38,60.88
